epoch,step,train_loss,val_loss,val_var_ratio
0,62,,0.1812514066696167,0.7921842336654663
0,62,0.43678176403045654,,
1,125,,0.11822907626628876,0.8303727507591248
1,125,0.16685132682323456,,
2,188,,0.08447395265102386,0.9017778635025024
2,188,0.12154897302389145,,
3,251,,0.08553840965032578,1.1581425666809082
3,251,0.10066039860248566,,
4,314,,0.09593939781188965,0.9952097535133362
4,314,0.09437788277864456,,
5,377,,0.06823782622814178,1.2260925769805908
5,377,0.07572787255048752,,
6,440,,0.05591433867812157,1.1185873746871948
6,440,0.07505303621292114,,
7,503,,0.06738597899675369,1.299748420715332
7,503,0.06499569863080978,,
8,566,,0.0513094961643219,1.4005060195922852
8,566,0.06068607419729233,,
9,629,,0.047592900693416595,1.1909101009368896
9,629,0.055112797766923904,,
10,692,,0.07226769626140594,1.1247992515563965
10,692,0.05651948228478432,,
11,755,,0.03744913637638092,1.1413235664367676
11,755,0.05342518910765648,,
12,818,,0.04586748778820038,1.185720443725586
12,818,0.051107779145240784,,
13,881,,0.03363923355937004,1.0665708780288696
13,881,0.046761587262153625,,
14,944,,0.04134976491332054,1.102310061454773
14,944,0.045325808227062225,,
15,1007,,0.036741867661476135,1.2374604940414429
15,1007,0.04610259830951691,,
16,1070,,0.04027612507343292,1.2333680391311646
16,1070,0.043584126979112625,,
17,1133,,0.042609330266714096,0.9814350008964539
17,1133,0.04238363727927208,,
18,1196,,0.04175008833408356,0.9635711908340454
18,1196,0.041789401322603226,,
19,1259,,0.029114793986082077,1.2695567607879639
19,1259,0.04016101732850075,,
20,1322,,0.026456907391548157,1.1779764890670776
20,1322,0.03693295270204544,,
21,1385,,0.029696114361286163,1.1592823266983032
21,1385,0.03786218911409378,,
22,1448,,0.04120219871401787,1.205175518989563
22,1448,0.0371541790664196,,
23,1511,,0.033417604863643646,1.208931565284729
23,1511,0.03537711501121521,,
24,1574,,0.0328628346323967,1.1436735391616821
24,1574,0.03665510192513466,,
25,1637,,0.036629218608140945,1.0348702669143677
25,1637,0.037168391048908234,,
26,1700,,0.033289361745119095,1.131460428237915
26,1700,0.035671621561050415,,
27,1763,,0.03417649492621422,1.1693522930145264
27,1763,0.03368428722023964,,
28,1826,,0.02550511062145233,1.1762709617614746
28,1826,0.03549389913678169,,
29,1889,,0.031589996069669724,1.147141456604004
29,1889,0.03286333009600639,,
30,1952,,0.0386325940489769,1.1623339653015137
30,1952,0.03259268403053284,,
31,2015,,0.024047590792179108,1.2243671417236328
31,2015,0.03322743624448776,,
32,2078,,0.038945939391851425,1.0746607780456543
32,2078,0.03251993656158447,,
33,2141,,0.03185984119772911,1.1445305347442627
33,2141,0.03009199909865856,,
34,2204,,0.03400241956114769,0.9718838334083557
34,2204,0.033405158668756485,,
35,2267,,0.02716550976037979,1.2843023538589478
35,2267,0.027027880772948265,,
36,2330,,0.031790267676115036,1.1591393947601318
36,2330,0.028930259868502617,,
37,2393,,0.0265217088162899,1.182244062423706
37,2393,0.02993769198656082,,
38,2456,,0.03086104430258274,1.4132075309753418
38,2456,0.02900555543601513,,
39,2519,,0.027056492865085602,1.0705575942993164
39,2519,0.028732357546687126,,
40,2582,,0.0267706960439682,1.1682711839675903
40,2582,0.030537651851773262,,
41,2645,,0.031492166221141815,1.218430757522583
41,2645,0.03037659078836441,,
42,2708,,0.03284396231174469,1.1822068691253662
42,2708,0.030171947553753853,,
43,2771,,0.026127757504582405,1.2963670492172241
43,2771,0.028227388858795166,,
44,2834,,0.028940288349986076,1.2413973808288574
44,2834,0.028782770037651062,,
45,2897,,0.027011796832084656,1.1578084230422974
45,2897,0.02926851250231266,,
46,2960,,0.026896094903349876,1.2713406085968018
46,2960,0.027254240587353706,,
47,3023,,0.028396600857377052,1.1835702657699585
47,3023,0.026110347360372543,,
48,3086,,0.022701118141412735,1.2124459743499756
48,3086,0.025693796575069427,,
49,3149,,0.018697110936045647,1.1327483654022217
49,3149,0.024970488622784615,,
50,3212,,0.02806403860449791,0.9567091464996338
50,3212,0.03362170234322548,,
51,3275,,0.023760855197906494,0.6820319294929504
51,3275,0.03283670172095299,,
52,3338,,0.019839923828840256,0.8468884825706482
52,3338,0.030987245962023735,,
53,3401,,0.019905857741832733,0.8146234154701233
53,3401,0.02905355580151081,,
54,3464,,0.026877673342823982,0.9357568621635437
54,3464,0.029568081721663475,,
55,3527,,0.026198090985417366,0.8653638958930969
55,3527,0.026980100199580193,,
56,3590,,0.021243762224912643,0.7966200113296509
56,3590,0.027087653055787086,,
57,3653,,0.024308249354362488,0.8277320265769958
57,3653,0.028764935210347176,,
58,3716,,0.0235554501414299,0.8454485535621643
58,3716,0.024701513350009918,,
59,3779,,0.026967599987983704,0.8609535098075867
59,3779,0.02642766200006008,,
60,3842,,0.02097325585782528,0.8776800036430359
60,3842,0.030275247991085052,,
61,3905,,0.023751933127641678,0.9042590856552124
61,3905,0.027492564171552658,,
62,3968,,0.026797475293278694,0.8465097546577454
62,3968,0.029440665617585182,,
63,4031,,0.026550505310297012,0.8738462924957275
63,4031,0.02726336196064949,,
64,4094,,0.02595772221684456,0.9347254037857056
64,4094,0.027514928951859474,,
65,4157,,0.022445321083068848,0.8373382091522217
65,4157,0.02677830122411251,,
66,4220,,0.025054529309272766,0.7515497803688049
66,4220,0.027545340359210968,,
67,4283,,0.0209735706448555,0.8827212452888489
67,4283,0.0269918292760849,,
68,4346,,0.029179394245147705,0.6848413944244385
68,4346,0.026316747069358826,,
69,4409,,0.030407601967453957,0.8972678184509277
69,4409,0.025939326733350754,,
70,4472,,0.026729581877589226,0.8236045837402344
70,4472,0.02579166740179062,,
71,4535,,0.022818071767687798,0.8690986633300781
71,4535,0.028137704357504845,,
72,4598,,0.017902396619319916,0.6743869185447693
72,4598,0.023877903819084167,,
73,4661,,0.017442110925912857,0.8984701633453369
73,4661,0.024452947080135345,,
74,4724,,0.0241268128156662,0.8235045671463013
74,4724,0.025175323709845543,,
75,4787,,0.021775268018245697,0.8856266140937805
75,4787,0.026435544714331627,,
76,4850,,0.018630171194672585,0.8269729614257812
76,4850,0.02355128899216652,,
77,4913,,0.021915622055530548,0.9299805164337158
77,4913,0.026834169402718544,,
78,4976,,0.022690095007419586,0.8143631815910339
78,4976,0.021474644541740417,,
79,5039,,0.019333939999341965,0.9238300919532776
79,5039,0.022377029061317444,,
80,5102,,0.028567371889948845,0.8490574359893799
80,5102,0.02369876392185688,,
81,5165,,0.02420610748231411,0.8810553550720215
81,5165,0.025830043479800224,,
82,5228,,0.020353831350803375,0.864076554775238
82,5228,0.025410419330000877,,
83,5291,,0.024434171617031097,0.7666990756988525
83,5291,0.02317848615348339,,
84,5354,,0.021609144285321236,0.7786406874656677
84,5354,0.02378426305949688,,
85,5417,,0.018363190814852715,0.901285707950592
85,5417,0.024582378566265106,,
86,5480,,0.02066177874803543,0.7317110300064087
86,5480,0.022529887035489082,,
87,5543,,0.021405374631285667,0.9083869457244873
87,5543,0.02424532361328602,,
88,5606,,0.020142175257205963,0.8212006092071533
88,5606,0.025875471532344818,,
89,5669,,0.017376281321048737,1.0054811239242554
89,5669,0.02615170180797577,,
90,5732,,0.019280128180980682,0.8536385893821716
90,5732,0.02064744383096695,,
91,5795,,0.025806335732340813,0.8347571492195129
91,5795,0.02265726774930954,,
92,5858,,0.019618744030594826,0.9614236354827881
92,5858,0.02186880260705948,,
93,5921,,0.02561735175549984,0.9061669111251831
93,5921,0.023776333779096603,,
94,5984,,0.018498336896300316,0.8989540338516235
94,5984,0.023851830512285233,,
95,6047,,0.020656250417232513,0.8751468062400818
95,6047,0.025066418573260307,,
96,6110,,0.016530029475688934,0.8815194964408875
96,6110,0.02398063801229,,
97,6173,,0.017459172755479813,0.9280261993408203
97,6173,0.022864265367388725,,
98,6236,,0.021955909207463264,0.8824400305747986
98,6236,0.022733604535460472,,
99,6299,,0.02181832119822502,0.7971953749656677
99,6299,0.02395852655172348,,
100,6362,,0.018733132630586624,0.8610382080078125
100,6362,0.022528033703565598,,
101,6425,,0.02162402868270874,0.7968412041664124
101,6425,0.022937742993235588,,
102,6488,,0.02552972361445427,0.84092116355896
102,6488,0.02389952540397644,,
103,6551,,0.0263675507158041,0.8464572429656982
103,6551,0.023082612082362175,,
104,6614,,0.019356047734618187,0.9042911529541016
104,6614,0.022602559998631477,,
105,6677,,0.01847178302705288,0.9022402763366699
105,6677,0.020635373890399933,,
106,6740,,0.019404828548431396,0.835644543170929
106,6740,0.02313356287777424,,
107,6803,,0.02072874829173088,0.8486953973770142
107,6803,0.0193425752222538,,
108,6866,,0.024488940834999084,0.7520966529846191
108,6866,0.02270209975540638,,
109,6929,,0.02088051103055477,0.908722460269928
109,6929,0.021388404071331024,,
110,6992,,0.022329818457365036,0.8994056582450867
110,6992,0.023271117359399796,,
111,7055,,0.017803560942411423,0.8914821147918701
111,7055,0.021890388801693916,,
112,7118,,0.02256855182349682,0.6886069774627686
112,7118,0.020354539155960083,,
113,7181,,0.018695788457989693,0.7864450812339783
113,7181,0.02058645896613598,,
114,7244,,0.022828493267297745,0.8263952136039734
114,7244,0.0222316887229681,,
115,7307,,0.021596498787403107,0.8666921854019165
115,7307,0.02266637422144413,,
116,7370,,0.017611349001526833,0.9318096041679382
116,7370,0.021120358258485794,,
117,7433,,0.01832914724946022,0.9490405321121216
117,7433,0.022758973762392998,,
118,7496,,0.021690642461180687,0.9246177077293396
118,7496,0.020724760368466377,,
119,7559,,0.01709115318953991,0.9463000297546387
119,7559,0.02029326744377613,,
120,7622,,0.01716592349112034,0.8730937242507935
120,7622,0.020973894745111465,,
121,7685,,0.01924259401857853,0.9107957482337952
121,7685,0.0240181814879179,,
122,7748,,0.015278578735888004,0.7741933465003967
122,7748,0.022583598271012306,,
123,7811,,0.018447812646627426,0.8572911024093628
123,7811,0.020033886656165123,,
124,7874,,0.01944727450609207,0.7440693378448486
124,7874,0.02162545919418335,,
125,7937,,0.020411157980561256,0.7841420769691467
125,7937,0.023120973259210587,,
126,8000,,0.020526358857750893,0.6789825558662415
126,8000,0.02171188034117222,,
127,8063,,0.016830263659358025,0.8404009342193604
127,8063,0.02235817350447178,,
128,8126,,0.017099739983677864,0.907401442527771
128,8126,0.02040482684969902,,
129,8189,,0.021870428696274757,0.903779923915863
129,8189,0.019014714285731316,,
130,8252,,0.017565863206982613,0.8993699550628662
130,8252,0.01984914392232895,,
131,8315,,0.018020622432231903,0.8467037677764893
131,8315,0.019470224156975746,,
132,8378,,0.023723116144537926,0.8929260969161987
132,8378,0.021081481128931046,,
133,8441,,0.016061576083302498,0.8845707774162292
133,8441,0.017443645745515823,,
134,8504,,0.019520467147231102,0.8164750933647156
134,8504,0.018431641161441803,,
135,8567,,0.016110332682728767,0.8308389186859131
135,8567,0.021092001348733902,,
136,8630,,0.017285892739892006,0.874535322189331
136,8630,0.018967704847455025,,
137,8693,,0.01544918306171894,0.8387295603752136
137,8693,0.02021574229001999,,
138,8756,,0.015798622742295265,0.7643672823905945
138,8756,0.018592245876789093,,
139,8819,,0.018858589231967926,0.9620671272277832
139,8819,0.01922931894659996,,
140,8882,,0.01625816710293293,0.7879500389099121
140,8882,0.01874438114464283,,
141,8945,,0.02115020342171192,0.9103172421455383
141,8945,0.0196559838950634,,
142,9008,,0.020112721249461174,0.8508957624435425
142,9008,0.019476544111967087,,
143,9071,,0.019498614594340324,0.8889923691749573
143,9071,0.02045750617980957,,
144,9134,,0.01552366279065609,0.8289596438407898
144,9134,0.018873944878578186,,
145,9197,,0.02116054855287075,0.7576533555984497
145,9197,0.0220700241625309,,
146,9260,,0.01531356479972601,0.872977614402771
146,9260,0.01638679765164852,,
147,9323,,0.01724652573466301,0.7796089053153992
147,9323,0.019688906148076057,,
148,9386,,0.018131786957383156,0.8312581777572632
148,9386,0.017982671037316322,,
149,9449,,0.019107356667518616,0.9298668503761292
149,9449,0.018802428618073463,,
150,9512,,0.01415498461574316,0.9451218247413635
150,9512,0.016433045268058777,,
151,9575,,0.017994951456785202,0.947493314743042
151,9575,0.018269328400492668,,
152,9638,,0.013617390766739845,0.7523790001869202
152,9638,0.019073886796832085,,
153,9701,,0.02288317121565342,0.9192976355552673
153,9701,0.019348399713635445,,
154,9764,,0.018301378935575485,0.8355724215507507
154,9764,0.0197320394217968,,
155,9827,,0.01148096565157175,0.8898788690567017
155,9827,0.019191719591617584,,
156,9890,,0.01951640285551548,0.8612017631530762
156,9890,0.018599335104227066,,
157,9953,,0.018135398626327515,0.913728654384613
157,9953,0.019478462636470795,,
158,10016,,0.016428576782345772,0.9393481612205505
158,10016,0.019936751574277878,,
159,10079,,0.01324765756726265,0.7660682797431946
159,10079,0.020472077652812004,,
160,10142,,0.015461056493222713,0.9027193188667297
160,10142,0.018192069604992867,,
161,10205,,0.019431525841355324,0.7431106567382812
161,10205,0.01803923025727272,,
162,10268,,0.014755644835531712,0.8626613020896912
162,10268,0.017843427136540413,,
163,10331,,0.012940254993736744,0.9524709582328796
163,10331,0.017947135493159294,,
164,10394,,0.014867996796965599,0.8742991089820862
164,10394,0.01739424839615822,,
165,10457,,0.016480451449751854,0.8255479335784912
165,10457,0.01935705356299877,,
166,10520,,0.012970481999218464,0.8869531750679016
166,10520,0.017379693686962128,,
167,10583,,0.013460388407111168,0.8534904718399048
167,10583,0.01866353116929531,,
168,10646,,0.019719554111361504,0.871813178062439
168,10646,0.017030859366059303,,
169,10709,,0.01814166083931923,0.8580957651138306
169,10709,0.01696852222084999,,
170,10772,,0.014779134653508663,0.8801673650741577
170,10772,0.017284687608480453,,
171,10835,,0.013318301178514957,0.8976643085479736
171,10835,0.017420273274183273,,
172,10898,,0.013313286006450653,0.8908165097236633
172,10898,0.01769423671066761,,
173,10961,,0.016391180455684662,0.9290071129798889
173,10961,0.017895560711622238,,
174,11024,,0.016667814925312996,0.9253215193748474
174,11024,0.01726721227169037,,
175,11087,,0.01601845771074295,0.8147985935211182
175,11087,0.01645863801240921,,
176,11150,,0.012154447846114635,0.7985864877700806
176,11150,0.016244636848568916,,
177,11213,,0.013868413865566254,0.8645810484886169
177,11213,0.01670677587389946,,
178,11276,,0.01457509957253933,0.8379479050636292
178,11276,0.016948355361819267,,
179,11339,,0.015048430301249027,0.8975386619567871
179,11339,0.01679101772606373,,
180,11402,,0.016303976997733116,0.7579340934753418
180,11402,0.01643540896475315,,
181,11465,,0.014784866943955421,0.901672899723053
181,11465,0.01588081754744053,,
182,11528,,0.01720462739467621,0.784139096736908
182,11528,0.016475852578878403,,
183,11591,,0.014888972043991089,0.8677546977996826
183,11591,0.016407757997512817,,
184,11654,,0.015581413172185421,0.925438404083252
184,11654,0.0169724989682436,,
185,11717,,0.014481873251497746,0.7695532441139221
185,11717,0.01637500524520874,,
186,11780,,0.017658522352576256,0.7670581936836243
186,11780,0.01608436182141304,,
187,11843,,0.012207545340061188,0.828116774559021
187,11843,0.015258277766406536,,
188,11906,,0.016499722376465797,0.8670947551727295
188,11906,0.016870317980647087,,
189,11969,,0.017333298921585083,0.8679649233818054
189,11969,0.016230104491114616,,
190,12032,,0.01584804058074951,0.8044477701187134
190,12032,0.0171328317373991,,
191,12095,,0.015940355136990547,0.8867141008377075
191,12095,0.016186367720365524,,
192,12158,,0.013170765712857246,0.8805546760559082
192,12158,0.017295707017183304,,
193,12221,,0.014208291657269001,0.7571934461593628
193,12221,0.01715134084224701,,
194,12284,,0.014989073388278484,0.8275325894355774
194,12284,0.01673731952905655,,
195,12347,,0.01458355039358139,0.8221385478973389
195,12347,0.01592591591179371,,
196,12410,,0.012865934520959854,0.9283885359764099
196,12410,0.014920497313141823,,
197,12473,,0.013369942083954811,0.8609861731529236
197,12473,0.016290100291371346,,
198,12536,,0.012850875966250896,0.8512157201766968
198,12536,0.014829500578343868,,
199,12599,,0.013323077000677586,0.8747706413269043
199,12599,0.017517119646072388,,
200,12662,,0.010402648709714413,0.8683223128318787
200,12662,0.015356802381575108,,
201,12725,,0.015270570293068886,0.8199797868728638
201,12725,0.015657711774110794,,
202,12788,,0.013867024332284927,0.7945113182067871
202,12788,0.014183904975652695,,
203,12851,,0.01747685857117176,0.7784975171089172
203,12851,0.01572507806122303,,
204,12914,,0.014348311349749565,0.8162293434143066
204,12914,0.015373719856142998,,
205,12977,,0.011941882781684399,0.8940880298614502
205,12977,0.015705013647675514,,
206,13040,,0.017375411465764046,0.8139946460723877
206,13040,0.016696518287062645,,
207,13103,,0.01676602102816105,0.8361715078353882
207,13103,0.015380451455712318,,
208,13166,,0.01215407531708479,0.8286201357841492
208,13166,0.01581118069589138,,
209,13229,,0.013119097799062729,0.9159080386161804
209,13229,0.014499455690383911,,
210,13292,,0.015213663689792156,0.854613184928894
210,13292,0.015114931389689445,,
211,13355,,0.01256248913705349,0.8987272381782532
211,13355,0.014957601204514503,,
212,13418,,0.01590988039970398,0.8130646347999573
212,13418,0.014987942762672901,,
213,13481,,0.013059410266578197,0.9480523467063904
213,13481,0.01609545573592186,,
214,13544,,0.01980425976216793,0.8389278650283813
214,13544,0.014547632075846195,,
215,13607,,0.01967613399028778,0.8142439126968384
215,13607,0.014898503199219704,,
216,13670,,0.012147643603384495,0.8849005103111267
216,13670,0.015024935826659203,,
217,13733,,0.013663703575730324,0.8568360209465027
