epoch,step,train_loss,val_loss
145,9197,0.01665206253528595,
146,9260,,0.015488266944885254
146,9260,0.019168956205248833,
147,9323,,0.019997943192720413
147,9323,0.017711380496621132,
148,9386,,0.016673624515533447
148,9386,0.019743645563721657,
149,9449,,0.01887638121843338
149,9449,0.017414938658475876,
150,9512,,0.01767091266810894
150,9512,0.01644628867506981,
151,9575,,0.015244614332914352
151,9575,0.018613692373037338,
152,9638,,0.019657626748085022
152,9638,0.017961962148547173,
153,9701,,0.018430782482028008
153,9701,0.01867896504700184,
154,9764,,0.014928719028830528
154,9764,0.017146283760666847,
155,9827,,0.014600816182792187
155,9827,0.016081005334854126,
156,9890,,0.015093103982508183
156,9890,0.01691851206123829,
157,9953,,0.014960825443267822
157,9953,0.018235011026263237,
158,10016,,0.018491514027118683
158,10016,0.01787875033915043,
159,10079,,0.01982703246176243
159,10079,0.015934303402900696,
160,10142,,0.02166108414530754
160,10142,0.016902808099985123,
161,10205,,0.0159895159304142
161,10205,0.018305236473679543,
162,10268,,0.01779049076139927
162,10268,0.01882900483906269,
163,10331,,0.014135977253317833
163,10331,0.017237691208720207,
164,10394,,0.015710853040218353
164,10394,0.01723112165927887,
165,10457,,0.014212498441338539
165,10457,0.018372733145952225,
166,10520,,0.015417570248246193
166,10520,0.016264580190181732,
167,10583,,0.015028318390250206
167,10583,0.01653587445616722,
168,10646,,0.018889956176280975
168,10646,0.016770467162132263,
169,10709,,0.01756865717470646
169,10709,0.015375516377389431,
170,10772,,0.014297101646661758
170,10772,0.016341356560587883,
171,10835,,0.017429284751415253
171,10835,0.01811288669705391,
172,10898,,0.020188694819808006
172,10898,0.016506589949131012,
173,10961,,0.01405059453099966
173,10961,0.015600167214870453,
174,11024,,0.015288542956113815
174,11024,0.016997825354337692,
175,11087,,0.017134102061390877
175,11087,0.01665569096803665,
176,11150,,0.015862727537751198
176,11150,0.015496134757995605,
177,11213,,0.013970957137644291
177,11213,0.01642153412103653,
178,11276,,0.015475938096642494
178,11276,0.01671190932393074,
179,11339,,0.01859712414443493
179,11339,0.01653829775750637,
180,11402,,0.017737971618771553
180,11402,0.015678435564041138,
181,11465,,0.02102774567902088
181,11465,0.01564105972647667,
182,11528,,0.015924664214253426
182,11528,0.016022048890590668,
183,11591,,0.019476240500807762
183,11591,0.01579013280570507,
184,11654,,0.01746721938252449
184,11654,0.016047446057200432,
185,11717,,0.011463853530585766
185,11717,0.01523689553141594,
186,11780,,0.013743358664214611
186,11780,0.014425343833863735,
187,11843,,0.01684182696044445
187,11843,0.015223350375890732,
188,11906,,0.019553227350115776
188,11906,0.014940911903977394,
189,11969,,0.012216053903102875
189,11969,0.015376849099993706,
190,12032,,0.014557183720171452
190,12032,0.01603369414806366,
191,12095,,0.01311828289180994
191,12095,0.014925859868526459,
192,12158,,0.020446298643946648
192,12158,0.01507542934268713,
193,12221,,0.013151274994015694
193,12221,0.013949562795460224,
194,12284,,0.015088668093085289
194,12284,0.014637765474617481,
195,12347,,0.013473059982061386
195,12347,0.013901031576097012,
196,12410,,0.014535338617861271
196,12410,0.015371053479611874,
197,12473,,0.012907721102237701
197,12473,0.015614207834005356,
198,12536,,0.015626544132828712
198,12536,0.015659376978874207,
199,12599,,0.012281444855034351
199,12599,0.015943175181746483,
200,12662,,0.014427931047976017
200,12662,0.014808153733611107,
201,12725,,0.013016329146921635
201,12725,0.015342272818088531,
202,12788,,0.01632334291934967
202,12788,0.01586499996483326,
203,12851,,0.01537452545017004
203,12851,0.014087221585214138,
204,12914,,0.011665540747344494
204,12914,0.014739129692316055,
205,12977,,0.010225977748632431
205,12977,0.014472685754299164,
206,13040,,0.011681145057082176
206,13040,0.015366309322416782,
207,13103,,0.014945677481591702
207,13103,0.014517548494040966,
208,13166,,0.013303163461387157
208,13166,0.014339848421514034,
209,13229,,0.014478188939392567
209,13229,0.013920408673584461,
210,13292,,0.01476204115897417
210,13292,0.014368169009685516,
211,13355,,0.01266122329980135
211,13355,0.014127030968666077,
212,13418,,0.009873175993561745
212,13418,0.013231595046818256,
213,13481,,0.01520883571356535
213,13481,0.01409330777823925,
214,13544,,0.01571282185614109
214,13544,0.013475296087563038,
215,13607,,0.015338246710598469
215,13607,0.013580936007201672,
216,13670,,0.0169781893491745
216,13670,0.013604406267404556,
217,13733,,0.012043897062540054
217,13733,0.013367814011871815,
218,13796,,0.014400267973542213
218,13796,0.01435011439025402,
219,13859,,0.014598369598388672
219,13859,0.014538207091391087,
220,13922,,0.012356473132967949
220,13922,0.014019603841006756,
221,13985,,0.01604265533387661
221,13985,0.013873753137886524,
222,14048,,0.012627001851797104
222,14048,0.013560619205236435,
223,14111,,0.016557108610868454
223,14111,0.013618099503219128,
224,14174,,0.01628320850431919
224,14174,0.013117952272295952,
225,14237,,0.012241802178323269
225,14237,0.013853592798113823,
226,14300,,0.012276699766516685
226,14300,0.013687037862837315,
227,14363,,0.014445440843701363
227,14363,0.01475585624575615,
228,14426,,0.013096942566335201
228,14426,0.012523102574050426,
229,14489,,0.012124373577535152
229,14489,0.012519130483269691,
230,14552,,0.014280131086707115
230,14552,0.013028030283749104,
231,14615,,0.015233354642987251
231,14615,0.013501634821295738,
232,14678,,0.01339632272720337
232,14678,0.01413454208523035,
233,14741,,0.013718657195568085
233,14741,0.0125977648422122,
234,14804,,0.012806807644665241
234,14804,0.013395375572144985,
235,14867,,0.01739954762160778
235,14867,0.012251035310328007,
236,14930,,0.010231800377368927
236,14930,0.012573285959661007,
237,14993,,0.008936461061239243
237,14993,0.013062089681625366,
238,15056,,0.014600265771150589
238,15056,0.013209457509219646,
239,15119,,0.012402447871863842
239,15119,0.013214600272476673,
240,15182,,0.012097347527742386
240,15182,0.012020702473819256,
241,15245,,0.015108339488506317
241,15245,0.014645745977759361,
242,15308,,0.013086037710309029
242,15308,0.012810987420380116,
243,15371,,0.012696112506091595
243,15371,0.013141009025275707,
244,15434,,0.012124304659664631
244,15434,0.012644769623875618,
245,15497,,0.010036129504442215
245,15497,0.012999380007386208,
246,15560,,0.011229503899812698
246,15560,0.011565489694476128,
247,15623,,0.00965570192784071
247,15623,0.012844325043261051,
248,15686,,0.014345553703606129
248,15686,0.012848247773945332,
249,15749,,0.013784490525722504
249,15749,0.012569695711135864,
250,15812,,0.009399873204529285
250,15812,0.012739494442939758,
251,15875,,0.009926230646669865
251,15875,0.011824456043541431,
252,15938,,0.012050807476043701
252,15938,0.012659198604524136,
253,16001,,0.011668430641293526
253,16001,0.012806367129087448,
254,16064,,0.012602400034666061
254,16064,0.014017497189342976,
255,16127,,0.01170102134346962
255,16127,0.011854584328830242,
256,16190,,0.012122521176934242
256,16190,0.012598606757819653,
257,16253,,0.01271423976868391
257,16253,0.012246291153132915,
258,16316,,0.011624417267739773
258,16316,0.012508717365562916,
259,16379,,0.013364024460315704
259,16379,0.012174161151051521,
260,16442,,0.014570052735507488
260,16442,0.012616997584700584,
261,16505,,0.011571359820663929
261,16505,0.011172658763825893,
262,16568,,0.014530675485730171
262,16568,0.01289362646639347,
263,16631,,0.01209462620317936
263,16631,0.012043432332575321,
264,16694,,0.012394586578011513
264,16694,0.012138975784182549,
265,16757,,0.012770559638738632
265,16757,0.01191128883510828,
266,16820,,0.011554833501577377
266,16820,0.01209768746048212,
267,16883,,0.012536107562482357
267,16883,0.011678368784487247,
268,16946,,0.01299648080021143
268,16946,0.011271870695054531,
269,17009,,0.012634498998522758
269,17009,0.011908426880836487,
270,17072,,0.00960933044552803
270,17072,0.011837928555905819,
271,17135,,0.0105438856408
271,17135,0.010771377943456173,
272,17198,,0.013301118277013302
272,17198,0.01219283789396286,
273,17261,,0.011882348917424679
273,17261,0.011888316832482815,
274,17324,,0.013902186416089535
274,17324,0.0127538051456213,
275,17387,,0.015447815880179405
275,17387,0.01148553192615509,
276,17450,,0.01581181399524212
276,17450,0.011003520339727402,
277,17513,,0.01228300016373396
277,17513,0.01243610680103302,
278,17576,,0.010060037486255169
278,17576,0.011699819006025791,
279,17639,,0.01153264194726944
279,17639,0.011956526897847652,
280,17702,,0.010393337346613407
280,17702,0.012109600938856602,
281,17765,,0.01142892800271511
281,17765,0.012089311145246029,
282,17828,,0.011993343941867352
282,17828,0.011882695369422436,
283,17891,,0.011470883153378963
283,17891,0.01103510893881321,
284,17954,,0.009446562267839909
284,17954,0.011074281297624111,
285,18017,,0.009512525051832199
285,18017,0.012268907390534878,
286,18080,,0.013259120285511017
286,18080,0.011324607767164707,
287,18143,,0.009517520666122437
287,18143,0.010657330974936485,
288,18206,,0.012024972587823868
288,18206,0.011016394942998886,
289,18269,,0.010156115517020226
289,18269,0.011629108339548111,
290,18332,,0.011192402802407742
290,18332,0.010339519008994102,
291,18395,,0.014248046092689037
291,18395,0.011299491859972477,
292,18458,,0.011179461143910885
292,18458,0.011199157685041428,
293,18521,,0.011291522532701492
293,18521,0.011440064758062363,
294,18584,,0.014025650918483734
294,18584,0.01082675252109766,
295,18647,,0.009671029634773731
295,18647,0.010987440124154091,
296,18710,,0.013933329842984676
296,18710,0.011038344353437424,
297,18773,,0.014057150110602379
297,18773,0.010421235114336014,
298,18836,,0.013019006699323654
298,18836,0.011211357079446316,
299,18899,,0.011659872718155384
299,18899,0.011481733061373234,
300,18962,,0.013017591089010239
300,18962,0.010683895088732243,
301,19025,,0.010316319763660431
301,19025,0.009941925294697285,
302,19088,,0.012035650201141834
302,19088,0.010629563592374325,
303,19151,,0.0104721300303936
303,19151,0.010938598774373531,
304,19214,,0.010856262408196926
304,19214,0.010419410653412342,
305,19277,,0.010173636488616467
305,19277,0.011687387712299824,
306,19340,,0.0108492411673069
306,19340,0.009750721976161003,
307,19403,,0.011494790203869343
307,19403,0.010785275138914585,
308,19466,,0.009948748163878918
308,19466,0.01067472342401743,
309,19529,,0.009149265475571156
309,19529,0.010317575186491013,
310,19592,,0.010930321179330349
310,19592,0.010424109175801277,
311,19655,,0.010105057619512081
311,19655,0.010064623318612576,
312,19718,,0.01060921885073185
312,19718,0.009619285352528095,
313,19781,,0.01167918462306261
313,19781,0.011311138980090618,
314,19844,,0.012842008844017982
314,19844,0.010721031576395035,
315,19907,,0.01082521304488182
315,19907,0.009782156907022,
316,19970,,0.01144109945744276
316,19970,0.010831424966454506,
317,20033,,0.010408218950033188
317,20033,0.011158889159560204,
318,20096,,0.011581266298890114
318,20096,0.010725145228207111,
319,20159,,0.011491958983242512
319,20159,0.010575455613434315,
320,20222,,0.01318931020796299
320,20222,0.0102938087657094,
321,20285,,0.009731573984026909
321,20285,0.010767927393317223,
322,20348,,0.010194852016866207
322,20348,0.0111934132874012,
323,20411,,0.01155177503824234
323,20411,0.010682591237127781,
324,20474,,0.010862053371965885
324,20474,0.00991125125437975,
325,20537,,0.011746947653591633
325,20537,0.009826484136283398,
326,20600,,0.010359566658735275
326,20600,0.010619507171213627,
327,20663,,0.009801016189157963
327,20663,0.010496769100427628,
328,20726,,0.009944532066583633
328,20726,0.010920647531747818,
329,20789,,0.009934823960065842
329,20789,0.010469106025993824,
330,20852,,0.010171549394726753
330,20852,0.00946235004812479,
331,20915,,0.010151593945920467
331,20915,0.010669194161891937,
332,20978,,0.010607365518808365
332,20978,0.009950931183993816,
333,21041,,0.010741924867033958
333,21041,0.010686608031392097,
334,21104,,0.010931202210485935
334,21104,0.010186268948018551,
335,21167,,0.008371380157768726
335,21167,0.00990371871739626,
336,21230,,0.008857492357492447
336,21230,0.009977997280657291,
337,21293,,0.013657028786838055
337,21293,0.010100414976477623,
338,21356,,0.011794949881732464
338,21356,0.009612093679606915,
339,21419,,0.014455914497375488
339,21419,0.009829399175941944,
340,21482,,0.011294132098555565
340,21482,0.010014856234192848,
341,21545,,0.010316414758563042
341,21545,0.009802842512726784,
342,21608,,0.00994696281850338
342,21608,0.009937684051692486,
343,21671,,0.011759590357542038
343,21671,0.009827333502471447,
344,21734,,0.01349254883825779
344,21734,0.010522699914872646,
345,21797,,0.009484890848398209
345,21797,0.009778077714145184,
346,21860,,0.01134062372148037
346,21860,0.01034646388143301,
347,21923,,0.010210604406893253
347,21923,0.009897631593048573,
348,21986,,0.006808912381529808
348,21986,0.009374781511723995,
349,22049,,0.012416648678481579
349,22049,0.010043983347713947,
350,22112,,0.010556299239397049
350,22112,0.010611885227262974,
351,22175,,0.01249423623085022
351,22175,0.010412856005132198,
352,22238,,0.012133853510022163
352,22238,0.01009155623614788,
353,22301,,0.0119625898078084
353,22301,0.010035417973995209,
354,22364,,0.007944060489535332
354,22364,0.009757237508893013,
355,22427,,0.010300337336957455
355,22427,0.009900692850351334,
356,22490,,0.008882016874849796
356,22490,0.01033927220851183,
357,22553,,0.01518503949046135
357,22553,0.008905504830181599,
358,22616,,0.012151348404586315
358,22616,0.010097155347466469,
359,22679,,0.009310632944107056
359,22679,0.009861977770924568,
360,22742,,0.012609338387846947
360,22742,0.00943609420210123,
361,22805,,0.013372930698096752
361,22805,0.00985369086265564,
362,22868,,0.00956905446946621
362,22868,0.010566839948296547,
363,22931,,0.01511303335428238
363,22931,0.00972532294690609,
364,22994,,0.010206221602857113
364,22994,0.010582903400063515,
365,23057,,0.011028587818145752
365,23057,0.009040260687470436,
366,23120,,0.01048459205776453
366,23120,0.010113934054970741,
367,23183,,0.011061516590416431
367,23183,0.009544403292238712,
368,23246,,0.010473488830029964
368,23246,0.010082642547786236,
369,23309,,0.013063429854810238
369,23309,0.010294059291481972,
370,23372,,0.009466823190450668
370,23372,0.009095126762986183,
371,23435,,0.013391165994107723
371,23435,0.009994623251259327,
372,23498,,0.01298590935766697
372,23498,0.009797319769859314,
373,23561,,0.011704177595674992
373,23561,0.00933802593499422,
374,23624,,0.013415711931884289
374,23624,0.009730386547744274,
375,23687,,0.011622254736721516
375,23687,0.009786819107830524,
376,23750,,0.01021150965243578
376,23750,0.010003858245909214,
377,23813,,0.012145834043622017
377,23813,0.009218042716383934,
378,23876,,0.010054320096969604
378,23876,0.009382480755448341,
379,23939,,0.010182492434978485
379,23939,0.009937950409948826,
380,24002,,0.008700174279510975
380,24002,0.010462700389325619,
381,24065,,0.011973820626735687
381,24065,0.008988157846033573,
382,24128,,0.014312777668237686
382,24128,0.009296066127717495,
383,24191,,0.010593057610094547
383,24191,0.010516497306525707,
384,24254,,0.010597809217870235
384,24254,0.009574469178915024,
385,24317,,0.009661448188126087
385,24317,0.009939391165971756,
386,24380,,0.010499084368348122
386,24380,0.00899127684533596,
387,24443,,0.009721573442220688
387,24443,0.009047573432326317,
388,24506,,0.009133512154221535
388,24506,0.00908858235925436,
389,24569,,0.011452065780758858
389,24569,0.010175248607993126,
390,24632,,0.013001726008951664
390,24632,0.010266984812915325,
391,24695,,0.008748289197683334
391,24695,0.009838343597948551,
392,24758,,0.010408252477645874
392,24758,0.010706945322453976,
393,24821,,0.010080881416797638
393,24821,0.010244560427963734,
394,24884,,0.008776936680078506
394,24884,0.009954134002327919,
395,24947,,0.011709213256835938
395,24947,0.00963019859045744,
396,25010,,0.011892210692167282
396,25010,0.010356348007917404,
397,25073,,0.015213843435049057
397,25073,0.008888643234968185,
398,25136,,0.010527065023779869
398,25136,0.009206084534525871,
399,25199,,0.011276595294475555
399,25199,0.009794994257390499,
